,Unnamed: 0,ORDEN,NOMBRE REGIÓN,CÓDIGO REGIÓN,NOMBRE PROVINCIA,CÓDIGO PROVINCIA,NOMBRE COMUNA,CÓDIGO COMUNA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA,HOMBRES ,MUJERES,TOTAL ÁREA URBANA,HOMBRES ÁREA URBANA ,MUJERES ÁREA URBANA,TOTAL ÁREA RURAL,HOMBRES ÁREA RURAL,MUJERES ÁREA RURAL
8466,,8466,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,Total Comuna,404495,206678,197817,404495,206678,197817,0,0,0
8467,,8467,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,0,4693,2363,2330,4693,2363,2330,0,0,0
8468,,8468,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,1,4447,2235,2212,4447,2235,2212,0,0,0
8469,,8469,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,2,4170,2145,2025,4170,2145,2025,0,0,0
8470,,8470,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,3,3729,1899,1830,3729,1899,1830,0,0,0
8471,,8471,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,4,3578,1794,1784,3578,1794,1784,0,0,0
8472,,8472,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,5,3269,1627,1642,3269,1627,1642,0,0,0
8473,,8473,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,6,3389,1711,1678,3389,1711,1678,0,0,0
8474,,8474,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,7,3135,1546,1589,3135,1546,1589,0,0,0
8475,,8475,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,8,3025,1536,1489,3025,1536,1489,0,0,0
8476,,8476,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,9,2867,1461,1406,2867,1461,1406,0,0,0
8477,,8477,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,10,2794,1420,1374,2794,1420,1374,0,0,0
8478,,8478,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,11,2551,1308,1243,2551,1308,1243,0,0,0
8479,,8479,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,12,2552,1300,1252,2552,1300,1252,0,0,0
8480,,8480,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,13,2543,1295,1248,2543,1295,1248,0,0,0
8481,,8481,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,14,2558,1352,1206,2558,1352,1206,0,0,0
8482,,8482,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,15,2532,1309,1223,2532,1309,1223,0,0,0
8483,,8483,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,16,2626,1363,1263,2626,1363,1263,0,0,0
8484,,8484,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,17,2892,1460,1432,2892,1460,1432,0,0,0
8485,,8485,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,18,4323,2181,2142,4323,2181,2142,0,0,0
8486,,8486,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,19,5472,2791,2681,5472,2791,2681,0,0,0
8487,,8487,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,20,6439,3300,3139,6439,3300,3139,0,0,0
8488,,8488,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,21,7495,3996,3499,7495,3996,3499,0,0,0
8489,,8489,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,22,8159,4363,3796,8159,4363,3796,0,0,0
8490,,8490,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,23,9108,4778,4330,9108,4778,4330,0,0,0
8491,,8491,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,24,10416,5519,4897,10416,5519,4897,0,0,0
8492,,8492,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,25,11642,6089,5553,11642,6089,5553,0,0,0
8493,,8493,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,26,13039,6727,6312,13039,6727,6312,0,0,0
8494,,8494,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,27,14116,7498,6618,14116,7498,6618,0,0,0
8495,,8495,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,28,14101,7584,6517,14101,7584,6517,0,0,0
8496,,8496,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,29,13961,7480,6481,13961,7480,6481,0,0,0
8497,,8497,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,30,13406,7334,6072,13406,7334,6072,0,0,0
8498,,8498,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,31,12392,6724,5668,12392,6724,5668,0,0,0
8499,,8499,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,32,11643,6458,5185,11643,6458,5185,0,0,0
8500,,8500,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,33,10710,6029,4681,10710,6029,4681,0,0,0
8501,,8501,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,34,10393,5721,4672,10393,5721,4672,0,0,0
8502,,8502,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,35,9970,5495,4475,9970,5495,4475,0,0,0
8503,,8503,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,36,8778,4856,3922,8778,4856,3922,0,0,0
8504,,8504,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,37,8189,4510,3679,8189,4510,3679,0,0,0
8505,,8505,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,38,7103,3841,3262,7103,3841,3262,0,0,0
8506,,8506,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,39,6603,3572,3031,6603,3572,3031,0,0,0
8507,,8507,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,40,6283,3358,2925,6283,3358,2925,0,0,0
8508,,8508,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,41,6119,3243,2876,6119,3243,2876,0,0,0
8509,,8509,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,42,5877,3073,2804,5877,3073,2804,0,0,0
8510,,8510,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,43,5595,2926,2669,5595,2926,2669,0,0,0
8511,,8511,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,44,5170,2727,2443,5170,2727,2443,0,0,0
8512,,8512,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,45,4837,2523,2314,4837,2523,2314,0,0,0
8513,,8513,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,46,4581,2284,2297,4581,2284,2297,0,0,0
8514,,8514,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,47,4279,2183,2096,4279,2183,2096,0,0,0
8515,,8515,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,48,4108,2070,2038,4108,2070,2038,0,0,0
8516,,8516,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,49,3998,2018,1980,3998,2018,1980,0,0,0
8517,,8517,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,50,3915,1940,1975,3915,1940,1975,0,0,0
8518,,8518,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,51,3953,1955,1998,3953,1955,1998,0,0,0
8519,,8519,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,52,3945,1935,2010,3945,1935,2010,0,0,0
8520,,8520,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,53,3861,1891,1970,3861,1891,1970,0,0,0
8521,,8521,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,54,3854,1866,1988,3854,1866,1988,0,0,0
8522,,8522,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,55,3569,1676,1893,3569,1676,1893,0,0,0
8523,,8523,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,56,3428,1556,1872,3428,1556,1872,0,0,0
8524,,8524,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,57,3206,1484,1722,3206,1484,1722,0,0,0
8525,,8525,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,58,3207,1427,1780,3207,1427,1780,0,0,0
8526,,8526,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,59,3063,1343,1720,3063,1343,1720,0,0,0
8527,,8527,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,60,2928,1303,1625,2928,1303,1625,0,0,0
8528,,8528,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,61,2749,1223,1526,2749,1223,1526,0,0,0
8529,,8529,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,62,2461,1075,1386,2461,1075,1386,0,0,0
8530,,8530,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,63,2389,1084,1305,2389,1084,1305,0,0,0
8531,,8531,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,64,2293,1001,1292,2293,1001,1292,0,0,0
8532,,8532,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,65,2087,920,1167,2087,920,1167,0,0,0
8533,,8533,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,66,1887,827,1060,1887,827,1060,0,0,0
8534,,8534,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,67,1975,789,1186,1975,789,1186,0,0,0
8535,,8535,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,68,1776,782,994,1776,782,994,0,0,0
8536,,8536,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,69,1740,765,975,1740,765,975,0,0,0
8537,,8537,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,70,1657,718,939,1657,718,939,0,0,0
8538,,8538,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,71,1545,636,909,1545,636,909,0,0,0
8539,,8539,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,72,1556,670,886,1556,670,886,0,0,0
8540,,8540,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,73,1350,547,803,1350,547,803,0,0,0
8541,,8541,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,74,1341,527,814,1341,527,814,0,0,0
8542,,8542,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,75,1284,549,735,1284,549,735,0,0,0
8543,,8543,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,76,1134,426,708,1134,426,708,0,0,0
8544,,8544,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,77,1119,425,694,1119,425,694,0,0,0
8545,,8545,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,78,917,321,596,917,321,596,0,0,0
8546,,8546,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,79,874,306,568,874,306,568,0,0,0
8547,,8547,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,80,829,289,540,829,289,540,0,0,0
8548,,8548,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,81,808,285,523,808,285,523,0,0,0
8549,,8549,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,82,741,241,500,741,241,500,0,0,0
8550,,8550,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,83,705,224,481,705,224,481,0,0,0
8551,,8551,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,84,655,219,436,655,219,436,0,0,0
8552,,8552,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,85,648,193,455,648,193,455,0,0,0
8553,,8553,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,86,611,181,430,611,181,430,0,0,0
8554,,8554,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,87,508,143,365,508,143,365,0,0,0
8555,,8555,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,88,433,119,314,433,119,314,0,0,0
8556,,8556,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,89,402,97,305,402,97,305,0,0,0
8557,,8557,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,90,300,71,229,300,71,229,0,0,0
8558,,8558,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,91,235,60,175,235,60,175,0,0,0
8559,,8559,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,92,198,52,146,198,52,146,0,0,0
8560,,8560,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,93,165,37,128,165,37,128,0,0,0
8561,,8561,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,94,129,21,108,129,21,108,0,0,0
8562,,8562,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,95,108,25,83,108,25,83,0,0,0
8563,,8563,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,96,69,15,54,69,15,54,0,0,0
8564,,8564,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,97,50,10,40,50,10,40,0,0,0
8565,,8565,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,98,49,4,45,49,4,45,0,0,0
8566,,8566,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,99,26,9,17,26,9,17,0,0,0
8567,,8567,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,SANTIAGO,13101,100 o más,108,41,67,108,41,67,0,0,0
8568,,8568,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,Total Comuna,80832,39631,41201,80832,39631,41201,0,0,0
8569,,8569,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,0,986,509,477,986,509,477,0,0,0
8570,,8570,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,1,1157,601,556,1157,601,556,0,0,0
8571,,8571,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,2,1159,623,536,1159,623,536,0,0,0
8572,,8572,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,3,1139,585,554,1139,585,554,0,0,0
8573,,8573,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,4,1096,559,537,1096,559,537,0,0,0
8574,,8574,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,5,1089,573,516,1089,573,516,0,0,0
8575,,8575,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,6,1089,574,515,1089,574,515,0,0,0
8576,,8576,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,7,1171,625,546,1171,625,546,0,0,0
8577,,8577,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,8,1067,535,532,1067,535,532,0,0,0
8578,,8578,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,9,1076,553,523,1076,553,523,0,0,0
8579,,8579,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,10,1059,544,515,1059,544,515,0,0,0
8580,,8580,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,11,1022,532,490,1022,532,490,0,0,0
8581,,8581,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,12,998,519,479,998,519,479,0,0,0
8582,,8582,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,13,1028,520,508,1028,520,508,0,0,0
8583,,8583,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,14,1097,551,546,1097,551,546,0,0,0
8584,,8584,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,15,1069,550,519,1069,550,519,0,0,0
8585,,8585,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,16,1034,542,492,1034,542,492,0,0,0
8586,,8586,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,17,1076,555,521,1076,555,521,0,0,0
8587,,8587,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,18,1270,637,633,1270,637,633,0,0,0
8588,,8588,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,19,1412,703,709,1412,703,709,0,0,0
8589,,8589,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,20,1405,722,683,1405,722,683,0,0,0
8590,,8590,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,21,1450,780,670,1450,780,670,0,0,0
8591,,8591,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,22,1432,776,656,1432,776,656,0,0,0
8592,,8592,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,23,1455,761,694,1455,761,694,0,0,0
8593,,8593,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,24,1429,728,701,1429,728,701,0,0,0
8594,,8594,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,25,1307,679,628,1307,679,628,0,0,0
8595,,8595,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,26,1384,713,671,1384,713,671,0,0,0
8596,,8596,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,27,1302,681,621,1302,681,621,0,0,0
8597,,8597,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,28,1253,634,619,1253,634,619,0,0,0
8598,,8598,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,29,1210,599,611,1210,599,611,0,0,0
8599,,8599,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,30,1247,646,601,1247,646,601,0,0,0
8600,,8600,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,31,1155,560,595,1155,560,595,0,0,0
8601,,8601,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,32,1099,528,571,1099,528,571,0,0,0
8602,,8602,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,33,1066,559,507,1066,559,507,0,0,0
8603,,8603,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,34,1127,566,561,1127,566,561,0,0,0
8604,,8604,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,35,1182,589,593,1182,589,593,0,0,0
8605,,8605,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,36,1098,550,548,1098,550,548,0,0,0
8606,,8606,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,37,1020,497,523,1020,497,523,0,0,0
8607,,8607,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,38,1023,486,537,1023,486,537,0,0,0
8608,,8608,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,39,1075,513,562,1075,513,562,0,0,0
8609,,8609,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,40,1037,519,518,1037,519,518,0,0,0
8610,,8610,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,41,1127,566,561,1127,566,561,0,0,0
8611,,8611,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,42,1111,562,549,1111,562,549,0,0,0
8612,,8612,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,43,1194,616,578,1194,616,578,0,0,0
8613,,8613,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,44,1158,577,581,1158,577,581,0,0,0
8614,,8614,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,45,1161,553,608,1161,553,608,0,0,0
8615,,8615,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,46,1140,572,568,1140,572,568,0,0,0
8616,,8616,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,47,998,487,511,998,487,511,0,0,0
8617,,8617,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,48,978,508,470,978,508,470,0,0,0
8618,,8618,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,49,998,476,522,998,476,522,0,0,0
8619,,8619,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,50,1131,576,555,1131,576,555,0,0,0
8620,,8620,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,51,1054,515,539,1054,515,539,0,0,0
8621,,8621,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,52,1078,513,565,1078,513,565,0,0,0
8622,,8622,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,53,1047,503,544,1047,503,544,0,0,0
8623,,8623,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,54,1086,505,581,1086,505,581,0,0,0
8624,,8624,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,55,959,427,532,959,427,532,0,0,0
8625,,8625,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,56,956,462,494,956,462,494,0,0,0
8626,,8626,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,57,912,441,471,912,441,471,0,0,0
8627,,8627,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,58,844,385,459,844,385,459,0,0,0
8628,,8628,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,59,839,393,446,839,393,446,0,0,0
8629,,8629,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,60,762,331,431,762,331,431,0,0,0
8630,,8630,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,61,759,363,396,759,363,396,0,0,0
8631,,8631,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,62,691,306,385,691,306,385,0,0,0
8632,,8632,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,63,741,326,415,741,326,415,0,0,0
8633,,8633,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,64,649,306,343,649,306,343,0,0,0
8634,,8634,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,65,649,309,340,649,309,340,0,0,0
8635,,8635,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,66,584,246,338,584,246,338,0,0,0
8636,,8636,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,67,560,261,299,560,261,299,0,0,0
8637,,8637,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,68,588,276,312,588,276,312,0,0,0
8638,,8638,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,69,582,239,343,582,239,343,0,0,0
8639,,8639,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,70,586,232,354,586,232,354,0,0,0
8640,,8640,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,71,496,190,306,496,190,306,0,0,0
8641,,8641,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,72,496,218,278,496,218,278,0,0,0
8642,,8642,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,73,475,198,277,475,198,277,0,0,0
8643,,8643,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,74,497,213,284,497,213,284,0,0,0
8644,,8644,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,75,463,177,286,463,177,286,0,0,0
8645,,8645,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,76,412,158,254,412,158,254,0,0,0
8646,,8646,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,77,395,155,240,395,155,240,0,0,0
8647,,8647,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,78,312,122,190,312,122,190,0,0,0
8648,,8648,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,79,280,110,170,280,110,170,0,0,0
8649,,8649,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,80,276,114,162,276,114,162,0,0,0
8650,,8650,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,81,279,111,168,279,111,168,0,0,0
8651,,8651,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,82,205,72,133,205,72,133,0,0,0
8652,,8652,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,83,189,70,119,189,70,119,0,0,0
8653,,8653,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,84,205,80,125,205,80,125,0,0,0
8654,,8654,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,85,184,83,101,184,83,101,0,0,0
8655,,8655,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,86,179,62,117,179,62,117,0,0,0
8656,,8656,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,87,144,37,107,144,37,107,0,0,0
8657,,8657,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,88,113,25,88,113,25,88,0,0,0
8658,,8658,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,89,118,41,77,118,41,77,0,0,0
8659,,8659,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,CERRILLOS,13102,90,72,18,54,72,18,54,0,0,0
