,Unnamed: 0,ORDEN,NOMBRE REGIÓN,CÓDIGO REGIÓN,NOMBRE PROVINCIA,CÓDIGO PROVINCIA,NOMBRE COMUNA,CÓDIGO COMUNA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA,HOMBRES ,MUJERES,TOTAL ÁREA URBANA,HOMBRES ÁREA URBANA ,MUJERES ÁREA URBANA,TOTAL ÁREA RURAL,HOMBRES ÁREA RURAL,MUJERES ÁREA RURAL
9182,,9182,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,1,1383,701,682,1383,701,682,0,0,0
9183,,9183,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,2,1345,664,681,1345,664,681,0,0,0
9184,,9184,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,3,1204,615,589,1204,615,589,0,0,0
9185,,9185,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,4,1179,597,582,1179,597,582,0,0,0
9186,,9186,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,5,1151,575,576,1151,575,576,0,0,0
9187,,9187,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,6,1166,607,559,1166,607,559,0,0,0
9188,,9188,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,7,1089,546,543,1089,546,543,0,0,0
9189,,9189,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,8,1078,542,536,1078,542,536,0,0,0
9190,,9190,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,9,1080,557,523,1080,557,523,0,0,0
9191,,9191,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,10,936,467,469,936,467,469,0,0,0
9192,,9192,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,11,908,488,420,908,488,420,0,0,0
9193,,9193,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,12,928,484,444,928,484,444,0,0,0
9194,,9194,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,13,915,480,435,915,480,435,0,0,0
9195,,9195,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,14,976,491,485,976,491,485,0,0,0
9196,,9196,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,15,967,519,448,967,519,448,0,0,0
9197,,9197,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,16,988,540,448,988,540,448,0,0,0
9198,,9198,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,17,1055,567,488,1055,567,488,0,0,0
9199,,9199,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,18,1190,615,575,1190,615,575,0,0,0
9200,,9200,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,19,1318,684,634,1318,684,634,0,0,0
9201,,9201,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,20,1575,791,784,1575,791,784,0,0,0
9202,,9202,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,21,1832,933,899,1832,933,899,0,0,0
9203,,9203,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,22,1957,958,999,1957,958,999,0,0,0
9204,,9204,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,23,2081,1031,1050,2081,1031,1050,0,0,0
9205,,9205,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,24,2230,1152,1078,2230,1152,1078,0,0,0
9206,,9206,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,25,2354,1207,1147,2354,1207,1147,0,0,0
9207,,9207,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,26,2479,1284,1195,2479,1284,1195,0,0,0
9208,,9208,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,27,2527,1354,1173,2527,1354,1173,0,0,0
9209,,9209,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,28,2489,1270,1219,2489,1270,1219,0,0,0
9210,,9210,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,29,2350,1253,1097,2350,1253,1097,0,0,0
9211,,9211,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,30,2266,1210,1056,2266,1210,1056,0,0,0
9212,,9212,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,31,2056,1081,975,2056,1081,975,0,0,0
9213,,9213,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,32,1959,1031,928,1959,1031,928,0,0,0
9214,,9214,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,33,1841,970,871,1841,970,871,0,0,0
9215,,9215,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,34,1842,962,880,1842,962,880,0,0,0
9216,,9216,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,35,1778,918,860,1778,918,860,0,0,0
9217,,9217,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,36,1674,881,793,1674,881,793,0,0,0
9218,,9218,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,37,1616,850,766,1616,850,766,0,0,0
9219,,9219,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,38,1436,753,683,1436,753,683,0,0,0
9220,,9220,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,39,1444,722,722,1444,722,722,0,0,0
9221,,9221,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,40,1450,742,708,1450,742,708,0,0,0
9222,,9222,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,41,1413,673,740,1413,673,740,0,0,0
9223,,9223,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,42,1388,675,713,1388,675,713,0,0,0
9224,,9224,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,43,1330,678,652,1330,678,652,0,0,0
9225,,9225,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,44,1332,643,689,1332,643,689,0,0,0
9226,,9226,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,45,1227,594,633,1227,594,633,0,0,0
9227,,9227,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,46,1212,600,612,1212,600,612,0,0,0
9228,,9228,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,47,1181,531,650,1181,531,650,0,0,0
9229,,9229,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,48,1149,537,612,1149,537,612,0,0,0
9230,,9230,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,49,1049,497,552,1049,497,552,0,0,0
9231,,9231,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,50,1118,520,598,1118,520,598,0,0,0
9232,,9232,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,51,1021,516,505,1021,516,505,0,0,0
9233,,9233,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,52,1182,553,629,1182,553,629,0,0,0
9234,,9234,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,53,1125,532,593,1125,532,593,0,0,0
9235,,9235,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,54,1073,517,556,1073,517,556,0,0,0
9236,,9236,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,55,998,463,535,998,463,535,0,0,0
9237,,9237,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,56,988,439,549,988,439,549,0,0,0
9238,,9238,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,57,917,427,490,917,427,490,0,0,0
9239,,9239,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,58,931,391,540,931,391,540,0,0,0
9240,,9240,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,59,956,431,525,956,431,525,0,0,0
9241,,9241,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,60,923,424,499,923,424,499,0,0,0
9242,,9242,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,61,840,379,461,840,379,461,0,0,0
9243,,9243,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,62,806,347,459,806,347,459,0,0,0
9244,,9244,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,63,790,365,425,790,365,425,0,0,0
9245,,9245,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,64,739,332,407,739,332,407,0,0,0
9246,,9246,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,65,696,317,379,696,317,379,0,0,0
9247,,9247,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,66,680,309,371,680,309,371,0,0,0
9248,,9248,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,67,623,273,350,623,273,350,0,0,0
9249,,9249,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,68,633,276,357,633,276,357,0,0,0
9250,,9250,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,69,604,248,356,604,248,356,0,0,0
9251,,9251,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,70,590,247,343,590,247,343,0,0,0
9252,,9252,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,71,603,264,339,603,264,339,0,0,0
9253,,9253,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,72,589,263,326,589,263,326,0,0,0
9254,,9254,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,73,542,240,302,542,240,302,0,0,0
9255,,9255,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,74,497,188,309,497,188,309,0,0,0
9256,,9256,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,75,444,194,250,444,194,250,0,0,0
9257,,9257,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,76,422,159,263,422,159,263,0,0,0
9258,,9258,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,77,396,170,226,396,170,226,0,0,0
9259,,9259,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,78,348,133,215,348,133,215,0,0,0
9260,,9260,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,79,322,112,210,322,112,210,0,0,0
9261,,9261,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,80,299,116,183,299,116,183,0,0,0
9262,,9262,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,81,307,89,218,307,89,218,0,0,0
9263,,9263,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,82,249,97,152,249,97,152,0,0,0
9264,,9264,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,83,275,78,197,275,78,197,0,0,0
9265,,9265,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,84,269,75,194,269,75,194,0,0,0
9266,,9266,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,85,240,88,152,240,88,152,0,0,0
9267,,9267,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,86,230,68,162,230,68,162,0,0,0
9268,,9268,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,87,189,60,129,189,60,129,0,0,0
9269,,9269,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,88,191,54,137,191,54,137,0,0,0
9270,,9270,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,89,121,29,92,121,29,92,0,0,0
9271,,9271,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,90,126,25,101,126,25,101,0,0,0
9272,,9272,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,91,114,32,82,114,32,82,0,0,0
9273,,9273,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,92,98,11,87,98,11,87,0,0,0
9274,,9274,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,93,58,15,43,58,15,43,0,0,0
9275,,9275,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,94,67,9,58,67,9,58,0,0,0
9276,,9276,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,95,53,13,40,53,13,40,0,0,0
9277,,9277,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,96,27,5,22,27,5,22,0,0,0
9278,,9278,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,97,21,3,18,21,3,18,0,0,0
9279,,9279,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,98,25,3,22,25,3,22,0,0,0
9280,,9280,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,99,14,3,11,14,3,11,0,0,0
9281,,9281,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,INDEPENDENCIA,13108,100 o más,43,7,36,43,7,36,0,0,0
9282,,9282,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,Total Comuna,90119,43147,46972,90119,43147,46972,0,0,0
9283,,9283,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,0,1023,499,524,1023,499,524,0,0,0
9284,,9284,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,1,1138,618,520,1138,618,520,0,0,0
9285,,9285,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,2,1074,559,515,1074,559,515,0,0,0
9286,,9286,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,3,1094,551,543,1094,551,543,0,0,0
9287,,9287,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,4,1053,535,518,1053,535,518,0,0,0
9288,,9288,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,5,1099,589,510,1099,589,510,0,0,0
9289,,9289,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,6,1130,582,548,1130,582,548,0,0,0
9290,,9290,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,7,1179,608,571,1179,608,571,0,0,0
9291,,9291,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,8,1087,545,542,1087,545,542,0,0,0
9292,,9292,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,9,1103,571,532,1103,571,532,0,0,0
9293,,9293,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,10,1097,538,559,1097,538,559,0,0,0
9294,,9294,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,11,978,449,529,978,449,529,0,0,0
9295,,9295,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,12,1030,499,531,1030,499,531,0,0,0
9296,,9296,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,13,936,473,463,936,473,463,0,0,0
9297,,9297,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,14,1008,492,516,1008,492,516,0,0,0
9298,,9298,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,15,1071,531,540,1071,531,540,0,0,0
9299,,9299,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,16,1079,528,551,1079,528,551,0,0,0
9300,,9300,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,17,1102,554,548,1102,554,548,0,0,0
9301,,9301,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,18,1166,592,574,1166,592,574,0,0,0
9302,,9302,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,19,1268,634,634,1268,634,634,0,0,0
9303,,9303,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,20,1353,719,634,1353,719,634,0,0,0
9304,,9304,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,21,1451,757,694,1451,757,694,0,0,0
9305,,9305,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,22,1319,647,672,1319,647,672,0,0,0
9306,,9306,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,23,1485,750,735,1485,750,735,0,0,0
9307,,9307,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,24,1441,777,664,1441,777,664,0,0,0
9308,,9308,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,25,1524,776,748,1524,776,748,0,0,0
9309,,9309,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,26,1621,819,802,1621,819,802,0,0,0
9310,,9310,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,27,1754,899,855,1754,899,855,0,0,0
9311,,9311,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,28,1632,800,832,1632,800,832,0,0,0
9312,,9312,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,29,1596,776,820,1596,776,820,0,0,0
9313,,9313,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,30,1579,811,768,1579,811,768,0,0,0
9314,,9314,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,31,1477,744,733,1477,744,733,0,0,0
9315,,9315,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,32,1417,725,692,1417,725,692,0,0,0
9316,,9316,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,33,1347,693,654,1347,693,654,0,0,0
9317,,9317,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,34,1416,699,717,1416,699,717,0,0,0
9318,,9318,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,35,1421,704,717,1421,704,717,0,0,0
9319,,9319,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,36,1290,652,638,1290,652,638,0,0,0
9320,,9320,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,37,1215,602,613,1215,602,613,0,0,0
9321,,9321,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,38,1150,577,573,1150,577,573,0,0,0
9322,,9322,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,39,1073,507,566,1073,507,566,0,0,0
9323,,9323,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,40,1106,558,548,1106,558,548,0,0,0
9324,,9324,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,41,1127,547,580,1127,547,580,0,0,0
9325,,9325,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,42,1146,551,595,1146,551,595,0,0,0
9326,,9326,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,43,1190,609,581,1190,609,581,0,0,0
9327,,9327,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,44,1149,546,603,1149,546,603,0,0,0
9328,,9328,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,45,1127,552,575,1127,552,575,0,0,0
9329,,9329,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,46,1076,517,559,1076,517,559,0,0,0
9330,,9330,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,47,1114,505,609,1114,505,609,0,0,0
9331,,9331,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,48,1115,524,591,1115,524,591,0,0,0
9332,,9332,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,49,1078,528,550,1078,528,550,0,0,0
9333,,9333,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,50,1123,520,603,1123,520,603,0,0,0
9334,,9334,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,51,1090,509,581,1090,509,581,0,0,0
9335,,9335,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,52,1107,529,578,1107,529,578,0,0,0
9336,,9336,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,53,1108,510,598,1108,510,598,0,0,0
9337,,9337,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,54,1202,584,618,1202,584,618,0,0,0
9338,,9338,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,55,1109,502,607,1109,502,607,0,0,0
9339,,9339,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,56,1170,549,621,1170,549,621,0,0,0
9340,,9340,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,57,1085,507,578,1085,507,578,0,0,0
9341,,9341,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,58,1069,475,594,1069,475,594,0,0,0
9342,,9342,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,59,1068,504,564,1068,504,564,0,0,0
9343,,9343,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,60,1009,434,575,1009,434,575,0,0,0
9344,,9344,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,61,949,443,506,949,443,506,0,0,0
9345,,9345,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,62,891,388,503,891,388,503,0,0,0
9346,,9346,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,63,866,414,452,866,414,452,0,0,0
9347,,9347,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,64,824,355,469,824,355,469,0,0,0
9348,,9348,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,65,792,354,438,792,354,438,0,0,0
9349,,9349,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,66,777,349,428,777,349,428,0,0,0
9350,,9350,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,67,786,362,424,786,362,424,0,0,0
9351,,9351,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,68,689,299,390,689,299,390,0,0,0
9352,,9352,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,69,710,292,418,710,292,418,0,0,0
9353,,9353,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,70,681,289,392,681,289,392,0,0,0
9354,,9354,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,71,673,288,385,673,288,385,0,0,0
9355,,9355,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,72,591,263,328,591,263,328,0,0,0
9356,,9356,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,73,617,263,354,617,263,354,0,0,0
9357,,9357,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,74,559,238,321,559,238,321,0,0,0
9358,,9358,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,75,509,204,305,509,204,305,0,0,0
9359,,9359,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,76,520,183,337,520,183,337,0,0,0
9360,,9360,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,77,518,216,302,518,216,302,0,0,0
9361,,9361,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,78,449,168,281,449,168,281,0,0,0
9362,,9362,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,79,399,140,259,399,140,259,0,0,0
9363,,9363,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,80,408,159,249,408,159,249,0,0,0
9364,,9364,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,81,368,127,241,368,127,241,0,0,0
9365,,9365,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,82,352,132,220,352,132,220,0,0,0
9366,,9366,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,83,336,136,200,336,136,200,0,0,0
9367,,9367,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,84,305,106,199,305,106,199,0,0,0
9368,,9368,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,85,297,102,195,297,102,195,0,0,0
9369,,9369,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,86,301,85,216,301,85,216,0,0,0
9370,,9370,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,87,224,59,165,224,59,165,0,0,0
9371,,9371,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,88,239,67,172,239,67,172,0,0,0
9372,,9372,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,89,180,59,121,180,59,121,0,0,0
9373,,9373,METROPOLITANA DE SANTIAGO,13,SANTIAGO,131,LA CISTERNA,13109,90,162,44,118,162,44,118,0,0,0
